Time,F0
0.032063,NA
0.042063,NA
0.052063,NA
0.062063,146.260327
0.072063,144.874303
0.082063,143.939181
0.092063,142.773843
0.102063,141.448879
0.112063,137.973770
0.122063,132.945599
0.132063,112.552676
0.142063,79.513470
0.152063,75.552423
0.162063,NA
0.172063,NA
0.182063,120.221543
0.192063,112.469923
0.202063,105.664624
0.212063,100.247519
0.222063,94.884192
0.232063,91.633201
0.242063,88.922971
0.252063,90.461203
0.262063,90.299765
